person_id,name_or_handle,known_name,x_handle,source_origin,source_detail,known_affiliation,mentioned_in_podcast_synthesis,mentioned_in_twitter,twitter_mention_count,twitter_retweet_count,associated_orgs_projects,associated_topics,associated_tools_protocols,possible_role,bridge_signal,reviewer_candidate,guest_candidate,person_node_caution,public_use_status,review_status,notes
P00255,'@_julianma,Julian,'@_julianma,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00256,'@LocaleNet,Locale Network 🏡,'@LocaleNet,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00257,'@Abeers123,Abeera Akhtar,'@Abeers123,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00258,'@kenya_mchuzi,Captain Obvious,'@kenya_mchuzi,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00259,'@NewAmerica,New America,'@NewAmerica,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00260,'@octant,octant,'@octant,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00261,'@barnabemonnot,barnabe.eth,'@barnabemonnot,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00262,'@tzhen,There.Is.Now.Alternative⚡🤖,'@tzhen,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00263,'@george,Spa Monkey,'@george,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00264,'@datasociety,Data & Society,'@datasociety,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00265,'@izgnzlz,isabel,'@izgnzlz,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00266,'@jembendell,Prof Jem Bendell 🌍☸️,'@jembendell,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00267,'@maxlomu,maxlomu 🤌,'@maxlomu,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00268,'@UNICEFinnovate,UNICEF Innovation,'@UNICEFinnovate,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00269,'@kotanipay,Kotani Pay,'@kotanipay,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00270,'@SwarthyHatter,Swarthy ( Timo ) Hatter,'@SwarthyHatter,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00271,'@wassimulacrum,wassimulacrum,'@wassimulacrum,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00272,'@devtoolsguild,Dev Tools Guild,'@devtoolsguild,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00273,'@EF_ESP,EF Ecosystem Support Program,'@EF_ESP,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00274,'@samueldelesque,Sam | 🐑 $TDF 🚀 | 📍 Portugal,'@samueldelesque,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00275,'@stellaachenbach,stellaachenbach,'@stellaachenbach,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00276,'@wildp4u,Pau 🏴‍☠️,'@wildp4u,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00277,'@jmonegro,Joel Monegro,'@jmonegro,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00278,'@0xShikhar,0xShikhar⚡️,'@0xShikhar,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00279,'@wonderwomancode,Angela Steffens (she/her),'@wonderwomancode,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00280,'@zkMenno,zkMenno 🌱,'@zkMenno,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00281,'@thetreegens,,'@thetreegens,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00282,'@lawmaster,Larry Cermak,'@lawmaster,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00283,'@FrankResearcher,Igor Igamberdiev,'@FrankResearcher,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00284,'@BNPParibas,BNP Paribas Group,'@BNPParibas,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00285,'@plurality_book,PLURALITY日本語版 公式,'@plurality_book,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00286,'@MesoReefDAO,MesoReef DAO 🌊🪸🐠✨,'@MesoReefDAO,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00287,'@Gary_Weinstein_,Gary Weinstein 🛡,'@Gary_Weinstein_,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00288,'@azeemk,azeem,'@azeemk,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00289,'@GrabowskiDylan,DylanΞGra₿owski,'@GrabowskiDylan,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00290,'@grok,Grok,'@grok,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00291,'@ReFiBCN,ReFi Barcelona,'@ReFiBCN,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00292,'@allianceforph,AlliancePublicHealth,'@allianceforph,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00293,'@VOSTPT,VOST Portugal,'@VOSTPT,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00294,'@NextState_,Next State Official,'@NextState_,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00295,'@corcoranwill,Will Corcoran,'@corcoranwill,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00296,'@sonkiski,Sofia | sonki.eth | 🇪🇺 eu/acc,'@sonkiski,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00297,'@EdgeEsmeralda,Edge Esmeralda,'@EdgeEsmeralda,Twitter/X archive,mentioned/retweeted account,,TRUE,,1,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00298,'@ChainforGood,Blockchain for Good Alliance (BGA),'@ChainforGood,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,1,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
